created_at,text,username,screen_name,verified,followers_count,TOXICITY,INSULT,PROFANITY,THREAT,SEXUALLY_EXPLICIT
Thu Dec 02 15:39:21 +0000 2021,It's been 8 years since taeyong was introduced to us! We are so proud of you! Thank you for all the hard works and efforts to give us the best music and performance. It has been a privileged to watch you grow as an artist. #8YearsWithTaeyong#tyongpeundeodoeo_8junyeon https://t.co/LNTvmv80YW,🍓,butterhoon,False,1045,0.07202171,0.06945992,0.051095635,0.057031862,0.03493298
Thu Dec 02 15:39:21 +0000 2021,"Manuscript or incunabula? Sometimes not easy to determine by a picture. Many of the earliest printed books looked like manuscripts, as book design changed only gradually. This copy of Cicero's De officiis from 1465 is @StJohnsOx's oldest printed book. #medievaltwitter https://t.co/nMspYl49Zp",Sara Larrsen,SLarrsen,False,9,0.08930621,0.073766515,0.08214402,0.048792038,0.05387376
Thu Dec 02 15:39:21 +0000 2021,@Citizen_Stephen @billauger @TrumpJew2 You are wasting your time. These conspiracy theorists don't deal in facts or science. Let them go unvaccinated. All I want is for health care systems to decline to admit or treat everyone over 16 who has no medical reason not to get vaccinated should they fall ill with Covid 19.,Boyd Dubber,BoydDubber,False,10,0.1745969,0.236654,0.04958428,0.11024289,0.016734768
Thu Dec 02 15:39:21 +0000 2021,I'll give $150 to one person in 24 hrs- RT &amp; Follow | @Lucid_Lands- Join TG | https://t.co/96AHitZwGb,Agustina Panjaitan,Blessingmeus,False,46,0.114338264,0.07469134,0.17464611,0.29624572,0.20942436
Thu Dec 02 15:39:21 +0000 2021,A big thank you to the literary genius @madhankarky sir for #ThiraiyoaduThoorigai lyrics!! You painted magic with words sirr !! #RadheShyam,ᴿᵃᵈʰᵉˢʰʸᵃᵐ💞,RanjithRebelP,False,992,0.0698423,0.045768056,0.0539102,0.057193413,0.0900734
Thu Dec 02 15:39:21 +0000 2021,"More like ""if you like getting drugged, paying a lot for drinks with no alcohol in em, or 12 dollar shots then come on in"" buncha 's this place is",Winston Watson,vvbattery,False,19,0.19520196,0.15104711,0.07124114,0.41357017,0.1488424
Thu Dec 02 15:39:21 +0000 2021,Tonight is too precious for us to be filled with anger. Karma will just hit whoever deserves it. Especially those who said carats are liars claims below.,^.^,Mae_sntos,False,12,0.5876557,0.64241,0.21469975,0.8342794,0.09838873
Thu Dec 02 15:39:21 +0000 2021,Happens only in Uttar Pradesh. Thieves stole tyre of Mirage 2000 Fighter Jet in Lucknow. This happened when a consignment of wheels was being transported to Jodhpur from Lucknow.  https://t.co/rQ7RZ8cCgx,Advocate Mukund Sharma,MukundSharma111,False,368,0.2711957,0.37165612,0.062141906,0.07550722,0.03748484
Thu Dec 02 15:39:21 +0000 2021,Doyoung sent a long  message ,hera,jeongheraa,False,185,0.10487392,0.06506619,0.09089725,0.12689453,0.09601591
Thu Dec 02 15:39:21 +0000 2021,Check out this listing I just added to my #Poshmark closet: COPY - VICI LEOPARD DISTRESSED JEANS. https://t.co/Cqhhka9Kxu #shopmycloset @poshmarkapp,Lori Finn,lorlor_3,False,57,0.082892165,0.055707105,0.09324731,0.06410252,0.13887677
Thu Dec 02 15:39:21 +0000 2021,"RT to vote! #MAMAVOTE for #straykids Goal: 8k RTS Note: Only 1st tweet or retweet of a twitter account counts as a vote (per day). Still, we ask STAYs to RT this so we can reach more fans who may be unaware of this voting.",nico,skzinefflable,False,116,0.066191204,0.066696316,0.022366961,0.027969303,0.021545481
Thu Dec 02 15:39:21 +0000 2021,"@Defi_STOA I wish this project success sir, and they become one of the best cryptos, I am enthusiastic to participate in this and also support it. Good luck always @amir_abas1399@Dr16553285@rahemi98#DeFiSTOA",Ankush Saha,AnkushS74415031,False,27,0.084592074,0.074480765,0.117303506,0.13734734,0.09800463
Thu Dec 02 15:39:21 +0000 2021,what a man https://t.co/t9zG5gKLV3,melson !¡ loucember ⛄️,0UTS1D3__,False,419,0.6345281,0.3551532,0.3534764,0.34228015,0.38198328
Thu Dec 02 15:39:21 +0000 2021,Stand up for your children cause all they have is YOU !I won't play bout mine .. ILL NEVER PLAY ABT MY GIRLS PERIODT !!,Nacieaaaa🤪👸🏽,Spoiled_Nanaaaa,False,1788,0.35654852,0.36350346,0.13008279,0.33102268,0.14183614
Thu Dec 02 15:39:21 +0000 2021,"#HWASA I'm a B has surpassed 9,2K shazams in its 8th day of release.@RBW_MAMAMOO #hwasa https://t.co/U8xMTyQQLS",liefste💘hwasa🇿🇦,Johnelize7,False,53,0.056618474,0.036051076,0.06169857,0.06770123,0.08230149
Thu Dec 02 15:39:21 +0000 2021,"MC: You going to be a part of his moment on 4th, Dec?K: YesU: Wait! You're free on that day?#number_9th #uppoompat #ekaakhnedimephimetimthiich`ng3 #HBD27thUP credit: STARUPDATE Dotcom on YouTube https://t.co/ecEKw0hvtB",vader,msChiakin,False,170,0.106604084,0.119575396,0.0761372,0.12447335,0.05644652
Thu Dec 02 15:39:21 +0000 2021,"Just say you don't have taste and go?? ""don't like female singers"" no you don't like women or creativity or fun.",Suck It and See,shesamerihann,False,2613,0.44035774,0.35915297,0.1788,0.280149,0.34034893
Thu Dec 02 15:39:21 +0000 2021,"We are listed on CoinMarketCap with a 100% gain the least, for the day.https://t.co/RtHcpFMd3H#Metaverse #Meta #MetaShiba #BTC #ETH  #BSC #BNB https://t.co/7UPeZbqO8c",Amal,Amal95a95,False,8,0.030105446,0.019054642,0.025271721,0.031565912,0.027841723
Thu Dec 02 15:39:21 +0000 2021,@harrisonjaime Get tougher!,Allison Vargas,Allison26959168,False,250,0.08984332,0.059483483,0.07320732,0.20597887,0.0803171
Thu Dec 02 15:39:21 +0000 2021,"Are you in our mv gc? No.I'm not going to give up ""just because we lost"". I want to give up because I haven't slept in days.I couldn't eat all day,I didn't get response on simple retweet request.I want to give up because only 100 posts for JK's poll but 1000s for the opponents. https://t.co/lZGruISzJ1",Kookie bunbun 🐇(slow for exams),kookieb20471252,False,305,0.060828645,0.041458562,0.020429976,0.061448067,0.06530132
Thu Dec 02 15:39:21 +0000 2021,"Sod it. Have a Friday history thread.Let's talk about Simon. Ship's cat for HMS Amethyst. Survivor of the 1949 Yangtse Incident and the only cat ever to be awarded the Dickin Medal, the animal equivalent of the Victoria Cross. https://t.co/jCNZjnjVJd",Paul Davies,docdave60,False,1397,0.2415297,0.2684905,0.21464837,0.12396293,0.2694506
Thu Dec 02 15:39:21 +0000 2021,"Why do all of my personal tweets have a ""promote"" button suddenly under them?",dan ushman,danushman,False,14576,0.0862379,0.05581772,0.02835903,0.13610506,0.06088299
Thu Dec 02 15:39:21 +0000 2021,"@OfficialPSL I have been very fruitful ever since I have been investing with  @Williamchurch0 . contacted Mr William after series of testimonies i saw online, i took courage and started investing with him. I have made my third withdrawal which are ten times the initial investment.",John lucky 🇿🇦,johnluckymbamb,False,199,0.033098225,0.02017962,0.025020985,0.030251913,0.026338842
Thu Dec 02 15:39:21 +0000 2021,@MrZZZ30 @LoveSportsFacts @jaysonst Every owner has billions of dollars. Every one who doesn't spend chooses to not invest of the success of the teams fans care about when they can absolutely afford to. You are singing a party line that you've been fed by their PR as an excuse to pocket profits.,Gary Wise,GaryWise1,False,4290,0.085553326,0.10457845,0.021787733,0.0148327965,0.012295141
Thu Dec 02 15:39:21 +0000 2021,"WARNING FROM AN ICU PHYSICIANLooks like this winter may be the worst surge yet. The only patients I have cared for in the ICU in the past weeks have been unvaccinated.If you have not been vaccinated, now is the time.   If you are due for a 3rd shot, get it now.",Andrew Moore,awm22,False,982,0.23968364,0.24520731,0.07898717,0.3620734,0.0589688
Thu Dec 02 15:39:21 +0000 2021,"anyone else getting a real particular vibe on their wrapped, just me? https://t.co/Ecb7ZjAq7e",t .,kaidoit,False,349,0.058694072,0.04110439,0.021783425,0.057859115,0.04925943
Thu Dec 02 15:39:21 +0000 2021,One day I post 10 stories and then go missing for 2 months.,jessica🇲🇽,malikuliam,False,1698,0.04118539,0.019306526,0.019061932,0.062712625,0.03716541
Thu Dec 02 15:39:21 +0000 2021,"Please amplify what is going on in Hawai`i. The Navy's leaking jet fuel tanks are located over our main aquifer, our water and safety is at risk. The community has long been vocal about this and now some of those worst fears are coming true. We need transparency. https://t.co/HEpYGfX1T0",Comrade 🇩🇴 Zero,MarxSankara,False,225,0.09181086,0.10289077,0.022190873,0.039882332,0.018383952
Thu Dec 02 15:39:21 +0000 2021,"Minoan fresco,  Akrotiri settlement, Santorini, Greece. Akrotiri is a Bronze Age settlement located in the southwest of the island of Santorini (Thera) in the Greek Cyclades Islands. https://t.co/hzgwGyxlMW",Mariscal Hubrecht,HughElMariscal,False,500,0.041240253,0.021774877,0.012939232,0.08416486,0.029446345
Thu Dec 02 15:39:21 +0000 2021,"For by grace you have been saved through faith. And this is not your own doing; it is the gift of God, not a result of works, so that no one may boast.Ephesians 2:8-9 ESVhttps://t.co/CVlmdedS7z https://t.co/QkTMMT9q7V",Victor Muhumuza,VictorMuhumuza5,False,24,0.030353224,0.013514884,0.006226536,0.02398831,0.013500677
Thu Dec 02 15:39:21 +0000 2021,Please help me with a caption for this one!!#huge #BigCockAddict #BBC #loser #BNW #BLACK https://t.co/efYoXj0gOz,JessBCz@,JessBCz1,False,44,0.5439482,0.660731,0.32984576,0.17123763,0.14743741
Thu Dec 02 15:39:21 +0000 2021,"@northvanB @HackswithHaggs Why, might save a few losses",Chris,ChrisA2377,False,11,0.12293273,0.088113025,0.16291839,0.1865349,0.14136674
Thu Dec 02 15:39:21 +0000 2021,In the Morning                      At Noon(I don run to market sharp sharp) https://t.co/QowosVpl8O,Aqs_Aura🌐,Aqs_realm,False,128,0.061587524,0.033365157,0.022179388,0.12655541,0.033269204
Thu Dec 02 15:39:21 +0000 2021,we need a doordash wrapped for the dad body fatso niggas,OG Young chocolate bitch,Blandingo96,False,167,0.89414954,0.8700637,0.8357504,0.5805853,0.62748575
Thu Dec 02 15:39:21 +0000 2021,"A custom piece for the collection, already owned. Kids! https://t.co/fQxQTdo1Za",Solanu,AllenPorscheX,False,698,0.09029416,0.07728691,0.03731974,0.10240695,0.034091037
Thu Dec 02 15:39:21 +0000 2021,Winter I love you,ae_ball,BS20426303,False,0,0.049279228,0.02231929,0.036166307,0.056332733,0.09026348
Thu Dec 02 15:39:21 +0000 2021,"I wanted to take a gap year to save up some money for books and my rides there but low-key I don't wanna get out of school mode idk help (I know what school and I know I'll get accepted, it's free)",chefy meow 🦃🧡,Waifuvisualz,False,861,0.15137306,0.07269842,0.15881157,0.26418945,0.21974456
Thu Dec 02 15:39:21 +0000 2021,I'm with @StaceyAbrams. Are you?,Manolo,manu_quis,False,48,0.10942265,0.09488806,0.1071422,0.103243254,0.11856226
Thu Dec 02 15:39:21 +0000 2021,"@ranchipolice @airnews_ranchi @TrafficRanchi @DC_Ranchi @RanchiUpdates instead of 5rs , 10rs are being collected everywhere unlawfully from parking mafias. Please make a dress code mandatory here for whoever collects parking especially main road https://t.co/n7nvG484Bk",RAAJ,STRANGER2K21,False,30,0.07659129,0.054098185,0.07278575,0.07901262,0.045403447
Thu Dec 02 15:39:21 +0000 2021,"Ghislaine Maxwell's trial begins next week, and a Twitter account named @TrackerTrial (ID 1327007938821709826) has gone viral with a false claim that major media is not covering the case (which it of course wants everyone to follow on its Substack instead).cc: @ZellaQuixote https://t.co/JNqexh0LoU",Conspirador Norteño,conspirator0,False,40116,0.15425023,0.16928937,0.103601985,0.07462775,0.047822803
Thu Dec 02 15:39:21 +0000 2021,Cuz got yolked up while wearing a wutang hoodie. It don't sit right with me,🏌🏾‍♂️,k_rich_,False,507,0.18100178,0.14742371,0.119894266,0.24040692,0.1330129
Thu Dec 02 15:39:21 +0000 2021,"It's great to see the UK at the top of the G7 in the latest @OECD report, with the fastest expected growth this year and next.That's testament to our #PlanforJobs which put us in a strong position to grow as we recover from the pandemic.",oliviacrossborder,ocrossborder,False,1562,0.029982667,0.016824013,0.021448711,0.026071072,0.017612204
Thu Dec 02 15:39:21 +0000 2021,RT IF YOU WOULD LIKE      SIT IN IT  MY ONLYFANS 80% OFF https://t.co/5BUUa400Iy-------------------------------RT SI TE GUSTARIA      SENTARTE EN ELLA MY ONLYFANS 80%OFFhttps://t.co/5BUUa400Iy https://t.co/zqRPUDmxPU,Juan,Juan85213138,False,8,0.15324569,0.1291974,0.10821618,0.13214774,0.22015397
Thu Dec 02 15:39:21 +0000 2021,@GapeMakwati i highly doubt it ,brwn suga.,celestialsoul_t,False,1894,0.15015362,0.103875555,0.15538132,0.19700232,0.15752845
Thu Dec 02 15:39:21 +0000 2021,"Glaceon Maid----------Glaceon (bunny?) MaidThere has been a trend for Glaceon maidSo, here is my take on her :3 https://t.co/V4DDv0v1RP",🎄❄️Un Horny Del Montón ❄️🎄,El_Horny1,False,81,0.055290394,0.03122332,0.021666432,0.050904743,0.038307853
Thu Dec 02 15:39:21 +0000 2021,"""The stage is my world that heals me.""~ J I M I Nhttps://t.co/gUbM9ZoC6W",hohoxeni¹³✨,hohoxeni,False,15,0.097054295,0.06867676,0.07900296,0.13022096,0.06782873
Thu Dec 02 15:39:21 +0000 2021,$NICH Shorts are going to get crushed...very soon!!! News flo alone will bury them!!!,EBC,cap_ebc,False,8271,0.5297128,0.22277887,0.18403772,0.8763936,0.14417832
Thu Dec 02 15:39:21 +0000 2021,"Navigating a BRCA diagnosis &amp; double mastectomy was scary, but @The_Breasties helped get me through it by supporting those impacted by breast or gynecological cancers.They changed my life. This Giving Tuesday, their goal is to raise $20k today.https://t.co/6yrDfMtWmx https://t.co/2CetFhGD6g",Brianna Majsiak,brianna_majsiak,False,474,0.15295611,0.08724736,0.14744085,0.07172469,0.33136597
Thu Dec 02 15:39:21 +0000 2021,I couldn't afford therapy so now I am friends with my anxiety yay!,Drashti☀️(Taylor's Version),Drashti2004,False,3,0.05826578,0.02687634,0.032755528,0.04836936,0.034931798
Thu Dec 02 15:39:21 +0000 2021,@PeanutAndrews Omg is it in Atlanta too? I've been coughing up a lung since Monday,S.,SBoog3333,False,120,0.095303655,0.070907764,0.08684503,0.1291305,0.08266074
Thu Dec 02 15:39:21 +0000 2021,@THEEBlackleftie This is what I got from this !! https://t.co/2oryzY67sg,Yasha❤️‍🔥,smithjordan7961,False,928,0.06827808,0.053067,0.05080255,0.07756213,0.06601983
Thu Dec 02 15:39:21 +0000 2021,"@sam_boogs @rtofthepossible I'm assuming in the vaxxed, again. They have batches, hot batches. I'll find the link, but when A is running lethal batches of the V, B &amp; C  are not. When B is running lethal batches, a &amp; c are not. As time goes by, more vaxxed will drop. It's horrific.",🧚🏽‍♀️ 🌸 TRUTH FAIRY 🌸🧚🏽‍♀️,PitbullMom27169,False,4468,0.24079362,0.19937089,0.23551355,0.31039158,0.18297103
Thu Dec 02 15:39:21 +0000 2021,Go go go RT for the queen!I vote #MAMAVOTE  #lisa,Lisa's__🍣🍣__SUSHI,Lisa_sushi,False,296,0.403189,0.39439285,0.30855435,0.27244884,0.09780193
Thu Dec 02 15:39:21 +0000 2021,"Yeah, this is pretty much a soundtrack to my 2021. #SpotifyWrapped @MarinaDiamandis https://t.co/kBRXAZWGM6",Natalie Valerie,NatValtweets,False,108,0.079071976,0.06130884,0.0924021,0.06493118,0.10620362
Thu Dec 02 15:39:21 +0000 2021,"$HBRN.I has only a medium technical rating, but it does show a decent setup pattern. https://t.co/fIB0nKLTD3 #ChartMill #HiberniaREITPLC #HBRN #EuronextDublin #TechnicalAnalysis https://t.co/S0a0qi03ii",ChartMill,ChartMill,False,8161,0.17245443,0.14131373,0.18555327,0.2862013,0.17777255
Thu Dec 02 15:39:21 +0000 2021,I should finish my work today but I'm still looking at the teasers ,Laura,tennie_1001_,False,365,0.10680015,0.03221919,0.088217,0.3846407,0.15366946
Thu Dec 02 15:39:21 +0000 2021,sorry to be nsfw on tl but I want to be kissed,snowphia.❅,dcvilsdrip,False,635,0.1395451,0.044917952,0.14808924,0.18894006,0.39331907
Thu Dec 02 15:39:21 +0000 2021,"A phrase, often used within the #BTS army, I went down the rabbit hole (quite willingly, might I add). In some shocking twist of fate, these 7 artists?professionals?entertainers? (because they're so much more than just singers) became a source of light in this shitty ass pandemic",jungshooketh,cptackermann,False,9,0.8815957,0.74097717,0.9368397,0.143886,0.7893632
Thu Dec 02 15:39:21 +0000 2021,Conspiracy Theorist: A person who doesn't watch as much TV as you do.,Enigmatic and surprising universe.,AVEFENI31288373,False,643,0.16696365,0.20551546,0.05606921,0.070376575,0.03842261
Thu Dec 02 15:39:21 +0000 2021,Its been a year since Seokjin gifted us Abyss a melodious masterpiece!! Join celebrating by replying using the below tags!! ALWAYS BY YOUR SIDE JIN#1YearWithAbyss#urireul_wirohaejun_seogjiniyi_Abyss_1junyeonhttps://t.co/ltealfj9Vw,idkyou,bnghi0310,False,14,0.17520002,0.21178816,0.08042746,0.1827071,0.067222215
Thu Dec 02 15:39:21 +0000 2021,"korean mdzs novel (special edition) is available on stellaworth! this set comes with a beautiful storage box (lwj on one side and wwx on the other), two wall scrolls and four novels that have all the characters' illustrations by @/onlyraii",Claudia,Claudia_SZ_0610,False,42,0.07909025,0.05856553,0.10447245,0.100345075,0.08003002
Thu Dec 02 15:39:21 +0000 2021,"How I cured my depression.- Cut out alcohol- Found my purpose- Got daily sun intake- Made a ton of money- Slept more than 8 hours- Started eating good food- Stopped hanging with losers- Worked out every day in the gymBefore you see a doctor, rid your bad habits.","Cryptoinvestor 🇧🇻 (🎩, 🎩)",Crypt0inv3st,False,26,0.55848855,0.70199466,0.047429815,0.28350204,0.029072104
Thu Dec 02 15:39:21 +0000 2021,How To Make A Projector With A Flashlight? - Advanced Guide https://t.co/xQWy8eeld7,Every thing you need,Shamton7,False,1,0.059926305,0.033387814,0.035447832,0.08236411,0.070153445
Thu Dec 02 15:39:21 +0000 2021,I use #LunarCrush to track social insights for cryptocurrencies. Check it out!471https://t.co/CbD5M4Lg86 #LunarShare,Sumit Singh,imssr_70,False,1,0.0802228,0.06703449,0.045933533,0.0533503,0.07109003
Thu Dec 02 15:39:21 +0000 2021,"Atlanta has a Black mayor, Black police officers, and Black wealth. Yet Atlanta has some of the highest income inequality in the nation and is undergoing rapid gentrification.",j.,grlswntfunds,False,3571,0.25100803,0.22849075,0.04201554,0.06194456,0.02728253
Thu Dec 02 15:39:21 +0000 2021,a good boy,ًlee,T00NGI,False,2726,0.061364915,0.031168677,0.063405395,0.08189617,0.13029031
Thu Dec 02 15:39:21 +0000 2021,2031 soft resets. All I hear is starlys attacking me. I have no other memory other than soft resetting. I am losing my mind I swear.,Succ N Fucc 18+Content,NaughiD,False,36,0.2370109,0.1207941,0.11946801,0.4144719,0.16519707
Thu Dec 02 15:39:21 +0000 2021,Happy Birthday !,gуρѕу кυѕн 🍯,peculiardeliqht,False,399,0.06445555,0.041460395,0.046969496,0.12449773,0.10581558
Thu Dec 02 15:39:21 +0000 2021,@Suddenlink I have a bone to pick and it ain't gunna be pretty. Our business is about to GLADLY switch to a more reliable internet provider because I have yet to be offered a concrete solution as a valued customer.,H🎄J,HJPetch,False,587,0.07486244,0.057377357,0.065053605,0.072480224,0.076894514
Thu Dec 02 15:39:21 +0000 2021,Imma knock Desmond ass out soon as I get to PIT with this damn dog. 19 pounds my ASS!,Kiyla 💕,JalouseMe_,False,2029,0.94992846,0.7560139,0.9605084,0.62574834,0.95311266
Thu Dec 02 15:39:21 +0000 2021,Uhh top 5 pokemon (don't have any pictures ) 1. Altaria2. Swablu3. Espeon4. Glaceon5. Mareep,haruno/uno 🔥💔 jttw arc,four_eyes04,False,269,0.059038572,0.027373774,0.05446024,0.08384663,0.07682866
Thu Dec 02 15:39:21 +0000 2021,"Kill ""TEN IS A MIRACLE""#TENLEE #TEN https://t.co/zFMzYUektz",มีมี้น้องเตนล์🐱💚,tenone101,False,68,0.7093121,0.35810512,0.43606317,0.9570354,0.14554088
Thu Dec 02 15:39:21 +0000 2021,is @// pardadevil9 your account because the uncanny similarity between the two screen recordings is questionable? Moving like an anti and for what. got your minions to attack maha when you have a side account to hate dilan on. https://t.co/rvnO0RVmSL,luna 🐟,lunaaazzzz,False,344,0.29263136,0.27954772,0.07959654,0.24469675,0.050513476
Thu Dec 02 15:39:21 +0000 2021,It's my favourite sort of a day! It's a @theCCCuk new report day!!!  Always here for the CCC bringing the tea on gov't climate inaction https://t.co/7BJ9JjuLGE,Operation Noah,OperationNoah,False,4075,0.097658224,0.07470477,0.09584785,0.10199541,0.0963168
Thu Dec 02 15:39:21 +0000 2021,"@S420Louis69 @ImSmaher He/she or whatever the fuck their pronouns are have been non-stop flooding my inbox for the past month, and have been the only bump in the road from my much better, carefree and happy life without them. I have to go over people who actually have kind words to just entertain them",FreshKatStatic,FreshKatStatic1,False,23,0.7093121,0.48349267,0.8149194,0.3596739,0.7407407
Thu Dec 02 15:39:21 +0000 2021,@powamor YEAH I HAVE LOLOL,kat / envy | arcanetwit let me in,G0R0ULOVEBOT,False,587,0.11792206,0.08213426,0.13361144,0.10204902,0.16015536
Thu Dec 02 15:39:21 +0000 2021,I am not impressed with a Panel #BaseHottestMCs,Lerato Shikwambana,Leratohearts,False,1,0.15137821,0.11023257,0.1001477,0.15949799,0.07511283
Thu Dec 02 15:39:21 +0000 2021,"Each person has their story, this was mine and I thanks a lot this fandom immensely. https://t.co/W4z0RhDUcv",LB123,LB12392148428,False,12,0.08147488,0.073391244,0.043140743,0.04426581,0.043362275
Thu Dec 02 15:39:21 +0000 2021,Who's F/A and needs a home?,2Hyper,2HyperYT,False,63,0.050031565,0.021401718,0.033229485,0.059777543,0.022980532
Thu Dec 02 15:39:21 +0000 2021,"If someone is interested, I'm selling my Meka #5838. I want to grab a few floor mekas instead. Would be great if you can retweet this post https://t.co/CWVBWUQ7Hh",MΞΚΛ-Y09,yago1009,False,67,0.105223894,0.059449907,0.079406574,0.36928627,0.19321677
Thu Dec 02 15:39:21 +0000 2021,@keoghun i'm goooood hru bff,pearl🍩seen eternals 2x,drukkariforever,False,234,0.07439581,0.039091162,0.07005852,0.129643,0.06491525
Thu Dec 02 15:39:21 +0000 2021,Reminds me that Rizzle Day is coming up soon.  ,Rizzle,NFTland,False,13582,0.07084404,0.038482945,0.03442072,0.114486404,0.05153288
Thu Dec 02 15:39:21 +0000 2021,Somebody said Kamo Mphela is a rapper#HottestMCs,ItuDeKreator,dekr3ator,False,482,0.23585238,0.21306378,0.25343284,0.13107677,0.26235303
Thu Dec 02 15:39:22 +0000 2021,i don't do nothing to nobody please let me have my peace,cowgirl ash 🤠,ashmuldrw,False,663,0.18718222,0.08538443,0.10436838,0.24355721,0.14165609
Thu Dec 02 15:39:22 +0000 2021,$150 | 12 Hours- RT &amp; Follow @SleepwalkersNft + @ashley_nft - Join Discord + Verify &amp; Post Proof https://t.co/FJhW7Rh109Sleepwalkers Giveaway + 300 WL spots  available in discord. Come join a space of healing and love  https://t.co/dkLU8u1NqN,_jeongjaehyun,aayuwdr,False,85,0.046966616,0.024025165,0.071503125,0.052714538,0.056621216
Thu Dec 02 15:39:22 +0000 2021,@keepstrugglin_ Guys this is from the different angleI didn't expect I'll got so many likesAnd don't forget to vote on MAMA!!I vote #bts  for Worldwide Fans' Choice Top 10 #MAMAVOTE  https://t.co/j7HnNyzQT7https://t.co/1YhsWpOjLx,less \⁷,witchsvt,False,793,0.1116775,0.11724173,0.07520172,0.17082332,0.08077258
